loan_id,customer_id,origination_date,loan_amount,term_months,interest_rate,loan_grade,purpose,status,last_payment_date,remaining_balance,payments_made,age,annual_income,employment_length_yrs,home_ownership,state,credit_score,is_default,is_delinquent,orig_year,orig_quarter,orig_yrq,income_band,age_band
L03927,B02101,2021-10-18,6800,60,16.57,D,Personal,Current,2024-12-22,2493.33,38,46,24119,10,MORTGAGE,TX,668,0,0,2021,4,2021-Q4,1_Under 35K,4_45-54
L03928,B01380,2021-08-16,12300,36,18.92,D,Personal,Fully Paid,2024-08-28,0.0,36,63,58495,4,RENT,NY,646,0,0,2021,3,2021-Q3,3_55K-80K,5_55-64
L03929,B04246,2023-12-14,15000,24,17.38,D,Personal,Current,2024-11-27,7500.0,12,23,33470,4,MORTGAGE,MD,654,0,0,2023,4,2023-Q4,1_Under 35K,1_21-25
L03930,B00437,2023-01-18,34300,60,12.0,C,Debt Consolidation,Current,2024-12-21,21151.67,23,61,49105,8,OWN,WA,648,0,0,2023,1,2023-Q1,2_35K-55K,5_55-64
L03931,B02573,2021-05-29,4100,48,20.9,E,Home Improvement,Current,2024-12-16,427.08,43,38,23048,8,RENT,FL,667,0,0,2021,2,2021-Q2,1_Under 35K,3_35-44
L03932,B04363,2023-02-05,17700,36,15.1,C,Debt Consolidation,Current,2024-11-27,6883.33,22,45,38785,1,RENT,TX,668,0,0,2023,1,2023-Q1,2_35K-55K,4_45-54
L03933,B03980,2024-09-18,7700,24,17.17,D,Debt Consolidation,Default,2024-08-15,1724.31,1,29,23359,7,MORTGAGE,TX,670,1,0,2024,3,2024-Q3,1_Under 35K,2_26-34
L03934,B00309,2023-03-22,38300,36,7.04,A,Debt Consolidation,Current,2024-11-26,15958.33,21,48,107475,2,MORTGAGE,TX,776,0,0,2023,1,2023-Q1,4_80K-120K,4_45-54
L03935,B04361,2024-04-15,19800,60,13.08,C,Personal,Current,2024-12-03,17160.0,8,45,57685,7,OWN,FL,699,0,0,2024,2,2024-Q2,3_55K-80K,4_45-54
L03936,B00492,2021-07-26,40000,60,15.81,D,Medical,Current,2024-12-29,12666.67,41,59,71379,3,OWN,MI,668,0,0,2021,3,2021-Q3,3_55K-80K,5_55-64
L03937,B00522,2022-11-21,8600,36,17.96,D,Auto,Current,2024-12-31,2627.78,25,48,32718,10,RENT,TX,604,0,0,2022,4,2022-Q4,1_Under 35K,4_45-54
L03938,B01915,2022-09-11,17100,60,16.19,D,Debt Consolidation,Current,2024-12-02,9405.0,27,21,59904,3,RENT,MO,656,0,0,2022,3,2022-Q3,3_55K-80K,1_21-25
L03939,B02926,2022-10-23,23600,36,15.49,D,Debt Consolidation,Default,2024-09-18,13595.33,6,45,65964,0,MORTGAGE,NY,698,1,0,2022,4,2022-Q4,3_55K-80K,4_45-54
L03940,B01369,2021-10-07,14000,48,25.92,F,Home Improvement,Current,2024-12-21,2916.67,38,36,34221,8,RENT,CA,589,0,0,2021,4,2021-Q4,1_Under 35K,3_35-44
L03941,B03291,2021-11-19,25500,36,21.94,E,Debt Consolidation,Fully Paid,2024-12-01,0.0,36,59,52191,4,RENT,NY,613,0,0,2021,4,2021-Q4,2_35K-55K,5_55-64
L03942,B02142,2023-06-14,40000,36,17.12,D,Home Improvement,Current,2024-12-28,20000.0,18,42,131684,8,MORTGAGE,FL,672,0,0,2023,2,2023-Q2,5_Over 120K,3_35-44
L03943,B03230,2024-08-02,20000,36,17.58,D,Personal,Default,2024-07-31,4546.72,1,41,53721,5,RENT,WI,677,1,0,2024,3,2024-Q3,2_35K-55K,3_35-44
L03944,B04130,2023-09-25,10200,24,17.63,D,Debt Consolidation,Current,2024-12-14,3825.0,15,61,33642,1,RENT,CA,674,0,0,2023,3,2023-Q3,1_Under 35K,5_55-64
L03945,B02849,2024-08-22,12000,36,10.47,B,Home Improvement,Current,2024-12-15,10666.67,4,34,29874,8,OWN,TX,682,0,0,2024,3,2024-Q3,1_Under 35K,2_26-34
L03946,B03578,2022-10-12,25100,36,17.14,D,Personal,Current,2024-12-07,6972.22,26,34,91574,2,MORTGAGE,CA,677,0,0,2022,4,2022-Q4,4_80K-120K,2_26-34
L03947,B02572,2021-12-23,10800,60,26.2,F,Home Improvement,Default,2024-09-03,5568.28,18,24,29283,10,MORTGAGE,IL,636,1,0,2021,4,2021-Q4,1_Under 35K,1_21-25
L03948,B00233,2024-02-25,9000,60,22.15,E,Personal,Current,2024-12-18,7500.0,10,42,27574,4,MORTGAGE,GA,635,0,0,2024,1,2024-Q1,1_Under 35K,3_35-44
L03949,B01623,2024-06-10,7900,60,12.54,C,Debt Consolidation,Default,2024-07-05,5494.34,1,53,32241,4,RENT,PA,697,1,0,2024,2,2024-Q2,1_Under 35K,4_45-54
L03950,B02653,2023-01-01,15500,36,20.86,E,Debt Consolidation,Late (30-59 days),2024-07-24,8275.46,17,48,30267,10,MORTGAGE,MA,657,0,1,2023,1,2023-Q1,1_Under 35K,4_45-54
L03951,B01217,2022-04-03,15500,36,17.63,D,Debt Consolidation,Current,2024-12-13,1722.22,32,33,62803,3,MORTGAGE,GA,648,0,0,2022,2,2022-Q2,3_55K-80K,2_26-34
L03952,B03540,2024-09-25,30800,36,11.28,B,Debt Consolidation,Current,2024-12-29,28233.33,3,40,169349,10,MORTGAGE,AZ,756,0,0,2024,3,2024-Q3,5_Over 120K,3_35-44
L03953,B00522,2024-04-21,6000,36,27.82,F,Debt Consolidation,Late (60-89 days),2024-10-21,3975.85,6,48,32718,10,RENT,TX,604,0,1,2024,2,2024-Q2,1_Under 35K,4_45-54
L03954,B02835,2021-12-26,18600,24,26.5,F,Debt Consolidation,Fully Paid,2024-07-18,0.0,24,39,55993,1,MORTGAGE,MA,607,0,0,2021,4,2021-Q4,3_55K-80K,3_35-44
L03955,B03067,2023-02-14,15900,36,13.97,C,Home Improvement,Current,2024-12-27,6183.33,22,63,40250,3,RENT,NY,738,0,0,2023,1,2023-Q1,2_35K-55K,5_55-64
L03956,B03200,2022-09-21,19900,24,7.76,A,Personal,Fully Paid,2024-09-16,0.0,24,47,78268,9,OWN,NJ,735,0,0,2022,3,2022-Q3,3_55K-80K,4_45-54
L03957,B00341,2022-08-27,5000,60,21.36,E,Debt Consolidation,Current,2024-12-26,2666.67,28,32,31460,7,OWN,GA,559,0,0,2022,3,2022-Q3,1_Under 35K,2_26-34
L03958,B02745,2021-09-18,22300,48,10.37,B,Debt Consolidation,Current,2024-12-06,4181.25,39,21,72000,4,OWN,VA,681,0,0,2021,3,2021-Q3,3_55K-80K,1_21-25
L03959,B03947,2021-12-30,23500,36,14.56,C,Personal,Charged Off,2024-10-31,7336.02,23,48,70681,3,RENT,AZ,675,1,0,2021,4,2021-Q4,3_55K-80K,4_45-54
L03960,B03939,2021-01-04,15700,48,16.93,D,Personal,Current,2024-12-23,327.08,47,37,48374,5,RENT,MN,618,0,0,2021,1,2021-Q1,2_35K-55K,3_35-44
L03961,B00059,2024-03-19,18800,36,13.84,C,Home Improvement,Current,2024-11-26,14100.0,9,45,36471,10,RENT,TX,709,0,0,2024,1,2024-Q1,2_35K-55K,4_45-54
L03962,B03254,2023-03-13,12600,36,26.09,F,Debt Consolidation,Late (60-89 days),2024-09-21,9512.2,13,54,32903,6,RENT,OK,602,0,1,2023,1,2023-Q1,1_Under 35K,4_45-54
L03963,B00243,2024-03-08,18400,36,26.16,F,Home Improvement,Current,2024-12-04,13800.0,9,48,49064,5,MORTGAGE,IL,546,0,0,2024,1,2024-Q1,2_35K-55K,4_45-54
L03964,B00228,2021-03-08,14400,48,15.88,D,Debt Consolidation,Current,2024-12-18,900.0,45,29,37471,0,MORTGAGE,MD,654,0,0,2021,1,2021-Q1,2_35K-55K,2_26-34
L03965,B02603,2022-01-08,19900,36,16.2,D,Personal,Default,2024-07-25,10645.31,7,34,51867,4,RENT,UT,671,1,0,2022,1,2022-Q1,2_35K-55K,2_26-34
L03966,B00127,2024-05-18,10300,48,21.86,E,Auto,Current,2024-12-11,8797.92,7,30,33963,2,MORTGAGE,AZ,613,0,0,2024,2,2024-Q2,1_Under 35K,2_26-34
L03967,B04431,2022-10-14,10000,36,21.19,E,Personal,Late (90+ days),2024-09-05,3522.68,15,21,40075,3,RENT,IL,638,0,1,2022,4,2022-Q4,2_35K-55K,1_21-25
L03968,B01432,2024-06-06,19200,36,21.03,E,Debt Consolidation,Late (60-89 days),2024-09-26,11949.27,3,51,31639,0,MORTGAGE,IN,677,0,1,2024,2,2024-Q2,1_Under 35K,4_45-54
L03969,B02169,2022-03-29,20200,36,27.19,F,Medical,Late (30-59 days),2024-08-08,17043.88,30,39,60606,4,MORTGAGE,FL,603,0,1,2022,1,2022-Q1,3_55K-80K,3_35-44
L03970,B03960,2024-08-02,35200,48,13.84,C,Business,Current,2024-12-14,32266.67,4,44,117505,8,MORTGAGE,TX,670,0,0,2024,3,2024-Q3,4_80K-120K,3_35-44
L03971,B02749,2024-03-04,6300,36,21.49,E,Debt Consolidation,Late (90+ days),2024-09-30,3721.44,5,46,18000,5,RENT,TX,589,0,1,2024,1,2024-Q1,1_Under 35K,4_45-54
L03972,B01309,2021-08-02,27000,48,6.53,A,Debt Consolidation,Current,2024-12-11,4500.0,40,55,216785,2,RENT,NY,823,0,0,2021,3,2021-Q3,5_Over 120K,5_55-64
L03973,B02126,2023-10-14,6600,36,10.68,B,Personal,Current,2024-12-10,4033.33,14,48,18000,3,RENT,CA,688,0,0,2023,4,2023-Q4,1_Under 35K,4_45-54
L03974,B01594,2021-10-16,6500,24,21.49,E,Personal,Fully Paid,2024-10-09,0.0,24,52,30358,0,MORTGAGE,MO,567,0,0,2021,4,2021-Q4,1_Under 35K,4_45-54
L03975,B04080,2022-11-10,26400,48,26.74,F,Home Improvement,Late (30-59 days),2024-08-06,20047.23,19,38,62134,1,MORTGAGE,CA,597,0,1,2022,4,2022-Q4,3_55K-80K,3_35-44
L03976,B01494,2021-06-09,21000,36,10.7,B,Business,Fully Paid,2024-09-08,0.0,36,44,65207,8,MORTGAGE,FL,726,0,0,2021,2,2021-Q2,3_55K-80K,3_35-44
L03977,B02031,2022-05-03,31500,36,17.55,D,Debt Consolidation,Current,2024-12-30,4375.0,31,51,67400,4,MORTGAGE,IL,639,0,0,2022,2,2022-Q2,3_55K-80K,4_45-54
L03978,B03253,2022-12-12,30900,36,20.59,E,Home Improvement,Current,2024-12-23,10300.0,24,49,76535,9,RENT,KY,624,0,0,2022,4,2022-Q4,3_55K-80K,4_45-54
L03979,B04361,2022-10-17,22500,48,13.45,C,Debt Consolidation,Current,2024-12-31,10312.5,26,45,57685,7,OWN,FL,699,0,0,2022,4,2022-Q4,3_55K-80K,4_45-54
L03980,B00247,2021-12-10,14100,48,16.8,D,Debt Consolidation,Current,2024-12-01,3525.0,36,36,52905,5,RENT,NY,675,0,0,2021,4,2021-Q4,2_35K-55K,3_35-44
L03981,B01083,2024-07-26,35700,36,26.2,F,Debt Consolidation,Default,2024-11-30,9715.47,2,38,121048,3,MORTGAGE,CA,624,1,0,2024,3,2024-Q3,5_Over 120K,3_35-44
L03982,B01482,2021-07-01,40000,48,14.66,C,Home Improvement,Current,2024-12-31,5833.33,41,37,119705,7,OWN,TX,715,0,0,2021,3,2021-Q3,4_80K-120K,3_35-44
L03983,B00011,2024-08-01,9200,48,16.39,D,Personal,Default,2024-10-18,5835.14,0,36,25518,2,RENT,GA,635,1,0,2024,3,2024-Q3,1_Under 35K,3_35-44
L03984,B02007,2022-11-19,20400,36,13.71,C,Debt Consolidation,Current,2024-12-05,6233.33,25,42,98491,4,RENT,CA,686,0,0,2022,4,2022-Q4,4_80K-120K,3_35-44
L03985,B03442,2023-07-04,26000,36,16.25,D,Personal,Current,2024-11-26,13722.22,17,34,57435,8,MORTGAGE,MO,663,0,0,2023,3,2023-Q3,3_55K-80K,2_26-34
L03986,B03530,2021-01-24,22000,48,12.34,C,Home Improvement,Current,2024-11-30,458.33,47,29,51307,3,MORTGAGE,GA,668,0,0,2021,1,2021-Q1,2_35K-55K,2_26-34
L03987,B02293,2022-06-28,15300,48,13.49,C,Debt Consolidation,Current,2024-12-06,5737.5,30,43,79979,3,OWN,VA,719,0,0,2022,2,2022-Q2,3_55K-80K,3_35-44
L03988,B00945,2022-03-06,26900,24,10.92,B,Debt Consolidation,Fully Paid,2024-07-17,0.0,24,64,74281,7,MORTGAGE,CA,756,0,0,2022,1,2022-Q1,3_55K-80K,5_55-64
L03989,B00435,2022-05-27,16500,48,15.23,D,Debt Consolidation,Current,2024-12-26,5843.75,31,60,38068,5,RENT,WI,643,0,0,2022,2,2022-Q2,2_35K-55K,5_55-64
L03990,B03492,2021-05-19,13800,36,16.81,D,Personal,Fully Paid,2024-11-12,0.0,36,39,48370,1,MORTGAGE,MN,637,0,0,2021,2,2021-Q2,2_35K-55K,3_35-44
L03991,B02290,2022-12-19,15000,48,13.69,C,Personal,Current,2024-11-27,7500.0,24,59,71545,2,OWN,MI,688,0,0,2022,4,2022-Q4,3_55K-80K,5_55-64
L03992,B03344,2022-06-10,9300,36,10.61,B,Personal,Current,2024-12-30,1550.0,30,56,39442,4,RENT,NY,688,0,0,2022,2,2022-Q2,2_35K-55K,5_55-64
L03993,B02567,2021-08-10,13400,36,10.71,B,Debt Consolidation,Fully Paid,2024-08-10,0.0,36,30,39679,10,OWN,WA,689,0,0,2021,3,2021-Q3,2_35K-55K,2_26-34
L03994,B01760,2021-01-03,18200,36,22.13,E,Business,Fully Paid,2024-10-31,0.0,36,57,40853,1,MORTGAGE,CT,670,0,0,2021,1,2021-Q1,2_35K-55K,5_55-64
L03995,B03876,2021-04-09,10300,36,15.56,D,Home Improvement,Fully Paid,2024-09-02,0.0,36,56,43773,6,RENT,OH,650,0,0,2021,2,2021-Q2,2_35K-55K,5_55-64
L03996,B02229,2023-03-02,6500,36,9.73,B,Auto,Current,2024-12-07,2708.33,21,21,27593,5,MORTGAGE,NC,717,0,0,2023,1,2023-Q1,1_Under 35K,1_21-25
L03997,B00268,2023-06-17,13500,48,17.01,D,Debt Consolidation,Current,2024-12-09,8437.5,18,24,42658,8,MORTGAGE,IN,657,0,0,2023,2,2023-Q2,2_35K-55K,1_21-25
L03998,B02199,2023-05-10,11100,48,21.23,E,Home Improvement,Late (90+ days),2024-08-24,7389.22,10,34,26333,5,MORTGAGE,CA,646,0,1,2023,2,2023-Q2,1_Under 35K,2_26-34
L03999,B03688,2021-12-07,37000,48,13.57,C,Home Improvement,Current,2024-12-20,9250.0,36,45,69405,1,MORTGAGE,FL,692,0,0,2021,4,2021-Q4,3_55K-80K,4_45-54
L04000,B04478,2023-04-28,17100,36,20.63,E,Auto,Current,2024-12-31,7600.0,20,51,47658,6,RENT,NY,642,0,0,2023,2,2023-Q2,2_35K-55K,4_45-54
L04001,B00515,2023-10-07,14200,48,17.16,D,Personal,Current,2024-12-24,10058.33,14,35,51130,10,RENT,IL,670,0,0,2023,4,2023-Q4,2_35K-55K,3_35-44
L04002,B01744,2023-02-15,21700,36,14.46,C,Home Improvement,Current,2024-12-02,8438.89,22,55,81708,1,MORTGAGE,NY,686,0,0,2023,1,2023-Q1,4_80K-120K,5_55-64
L04003,B00930,2022-12-21,9100,24,18.15,D,Debt Consolidation,Charged Off,2024-08-29,2759.83,7,41,18477,8,RENT,MI,693,1,0,2022,4,2022-Q4,1_Under 35K,3_35-44
L04004,B03932,2024-01-24,10200,36,27.71,F,Vacation,Default,2024-10-13,5273.72,4,60,46941,2,MORTGAGE,SC,595,1,0,2024,1,2024-Q1,2_35K-55K,5_55-64
L04005,B01449,2023-02-08,7200,24,16.56,D,Debt Consolidation,Late (60-89 days),2024-08-10,4541.89,17,56,19599,5,RENT,OR,658,0,1,2023,1,2023-Q1,1_Under 35K,5_55-64
L04006,B03888,2021-07-27,29300,36,10.29,B,Debt Consolidation,Fully Paid,2024-11-29,0.0,36,40,60095,5,MORTGAGE,TX,700,0,0,2021,3,2021-Q3,3_55K-80K,3_35-44
L04007,B00199,2023-09-09,17500,36,17.72,D,Debt Consolidation,Default,2024-10-06,9433.54,6,42,52547,9,RENT,AL,643,1,0,2023,3,2023-Q3,2_35K-55K,3_35-44
L04008,B02056,2024-03-29,5300,60,16.07,D,Debt Consolidation,Current,2024-12-30,4505.0,9,32,22661,6,MORTGAGE,MO,616,0,0,2024,1,2024-Q1,1_Under 35K,2_26-34
L04009,B01781,2024-08-26,21100,60,14.52,C,Debt Consolidation,Current,2024-12-14,19693.33,4,25,52177,8,MORTGAGE,PA,692,0,0,2024,3,2024-Q3,2_35K-55K,1_21-25
L04010,B04423,2022-04-07,9700,60,26.52,F,Personal,Late (60-89 days),2024-09-01,7973.94,28,57,26949,1,RENT,AZ,565,0,1,2022,2,2022-Q2,1_Under 35K,5_55-64
L04011,B01714,2021-11-30,9500,36,21.3,E,Personal,Fully Paid,2024-10-13,0.0,36,52,23920,2,MORTGAGE,MI,675,0,0,2021,4,2021-Q4,1_Under 35K,4_45-54
L04012,B03093,2023-07-14,13200,60,21.55,E,Debt Consolidation,Late (90+ days),2024-11-08,4904.45,13,40,32353,2,RENT,AZ,570,0,1,2023,3,2023-Q3,1_Under 35K,3_35-44
L04013,B03505,2021-05-31,40000,36,11.46,C,Vacation,Fully Paid,2024-09-15,0.0,36,35,98994,1,MORTGAGE,OH,693,0,0,2021,2,2021-Q2,4_80K-120K,3_35-44
L04014,B02568,2021-03-10,16600,48,25.87,F,Personal,Default,2024-10-06,10948.05,17,49,43775,0,RENT,OK,593,1,0,2021,1,2021-Q1,2_35K-55K,4_45-54
L04015,B00930,2022-08-27,7700,36,13.36,C,Personal,Current,2024-12-17,1711.11,28,41,18477,8,RENT,MI,693,0,0,2022,3,2022-Q3,1_Under 35K,3_35-44
L04016,B01420,2021-02-11,13100,36,17.66,D,Personal,Fully Paid,2024-07-28,0.0,36,48,26783,1,RENT,CO,655,0,0,2021,1,2021-Q1,1_Under 35K,4_45-54
L04017,B02006,2022-10-15,11300,24,17.13,D,Personal,Fully Paid,2024-08-31,0.0,24,44,42534,7,MORTGAGE,TX,708,0,0,2022,4,2022-Q4,2_35K-55K,3_35-44
L04018,B01331,2022-06-19,13800,48,18.18,D,Debt Consolidation,Current,2024-12-29,5175.0,30,60,43042,9,MORTGAGE,CA,682,0,0,2022,2,2022-Q2,2_35K-55K,5_55-64
L04019,B02558,2021-08-03,20900,24,17.84,D,Auto,Fully Paid,2024-09-21,0.0,24,42,48288,8,MORTGAGE,MD,665,0,0,2021,3,2021-Q3,2_35K-55K,3_35-44
L04020,B00424,2021-06-01,34200,48,16.87,D,Business,Current,2024-11-30,4275.0,42,53,106702,3,RENT,FL,639,0,0,2021,2,2021-Q2,4_80K-120K,4_45-54
L04021,B00150,2022-12-02,9300,60,14.53,C,Debt Consolidation,Current,2024-12-18,5580.0,24,45,43210,4,OWN,PA,717,0,0,2022,4,2022-Q4,2_35K-55K,4_45-54
L04022,B03464,2021-12-15,28200,36,9.75,B,Auto,Fully Paid,2024-11-30,0.0,36,54,73452,9,MORTGAGE,WA,693,0,0,2021,4,2021-Q4,3_55K-80K,4_45-54
L04023,B01514,2023-02-08,26700,36,16.42,D,Personal,Current,2024-12-19,10383.33,22,21,89482,9,MORTGAGE,TX,641,0,0,2023,1,2023-Q1,4_80K-120K,1_21-25
L04024,B02716,2021-11-26,38200,48,16.78,D,Debt Consolidation,Current,2024-12-06,8754.17,37,21,66841,6,RENT,MA,680,0,0,2021,4,2021-Q4,3_55K-80K,1_21-25
L04025,B02994,2021-06-03,22200,36,9.58,B,Business,Fully Paid,2024-11-03,0.0,36,39,49068,3,MORTGAGE,PA,683,0,0,2021,2,2021-Q2,2_35K-55K,3_35-44
L04026,B00139,2024-01-26,8400,60,26.03,F,Debt Consolidation,Current,2024-12-14,6860.0,11,51,18000,4,MORTGAGE,FL,576,0,0,2024,1,2024-Q1,1_Under 35K,4_45-54
L04027,B03726,2021-07-10,13300,60,16.66,D,Debt Consolidation,Current,2024-11-29,4211.67,41,48,37652,0,MORTGAGE,OK,685,0,0,2021,3,2021-Q3,2_35K-55K,4_45-54
L04028,B01871,2022-11-24,16200,36,17.64,D,Medical,Late (30-59 days),2024-07-28,10164.09,22,28,42513,0,OWN,PA,668,0,1,2022,4,2022-Q4,2_35K-55K,2_26-34
L04029,B02062,2024-05-01,31400,24,11.64,B,Home Improvement,Current,2024-12-21,22241.67,7,40,102780,1,MORTGAGE,CA,722,0,0,2024,2,2024-Q2,4_80K-120K,3_35-44
L04030,B01996,2024-06-10,15800,60,22.18,E,Personal,Late (60-89 days),2024-07-13,8841.16,3,54,60462,4,MORTGAGE,TX,664,0,1,2024,2,2024-Q2,3_55K-80K,4_45-54
L04031,B02819,2023-09-16,15100,60,10.92,B,Auto,Current,2024-12-19,11325.0,15,46,59601,4,MORTGAGE,NY,692,0,0,2023,3,2023-Q3,3_55K-80K,4_45-54
L04032,B01914,2021-03-05,33700,36,12.9,C,Debt Consolidation,Charged Off,2024-07-10,13451.3,22,48,58824,5,MORTGAGE,FL,708,1,0,2021,1,2021-Q1,3_55K-80K,4_45-54
L04033,B04281,2023-06-03,12800,24,19.77,E,Debt Consolidation,Current,2024-12-20,3200.0,18,67,32726,3,RENT,CA,624,0,0,2023,2,2023-Q2,1_Under 35K,6_65+
L04034,B00743,2024-08-31,15600,48,20.9,E,Vacation,Current,2024-12-27,14300.0,4,34,74085,1,MORTGAGE,IL,638,0,0,2024,3,2024-Q3,3_55K-80K,2_26-34
L04035,B04182,2021-12-04,23300,36,12.55,C,Debt Consolidation,Fully Paid,2024-07-04,0.0,36,35,51864,7,MORTGAGE,NY,684,0,0,2021,4,2021-Q4,2_35K-55K,3_35-44
L04036,B04234,2024-05-28,11200,60,21.94,E,Personal,Late (30-59 days),2024-10-30,9559.09,5,48,18000,1,RENT,UT,673,0,1,2024,2,2024-Q2,1_Under 35K,4_45-54
L04037,B03538,2023-06-09,4200,48,20.01,E,Debt Consolidation,Late (90+ days),2024-11-15,2121.04,9,32,22652,4,MORTGAGE,SC,666,0,1,2023,2,2023-Q2,1_Under 35K,2_26-34
L04038,B00077,2021-11-18,10500,48,22.4,E,Medical,Current,2024-12-23,2406.25,37,43,25659,10,OWN,MN,583,0,0,2021,4,2021-Q4,1_Under 35K,3_35-44
L04039,B01992,2021-04-20,6900,36,13.84,C,Business,Charged Off,2024-09-26,490.34,20,51,29772,2,RENT,IL,668,1,0,2021,2,2021-Q2,1_Under 35K,4_45-54
L04040,B03706,2021-07-27,18000,48,17.64,D,Debt Consolidation,Current,2024-12-17,2625.0,41,45,38343,0,RENT,CA,647,0,0,2021,3,2021-Q3,2_35K-55K,4_45-54
L04041,B03023,2022-11-10,6700,36,27.96,F,Personal,Current,2024-11-28,2047.22,25,37,54017,10,OWN,GA,540,0,0,2022,4,2022-Q4,2_35K-55K,3_35-44
L04042,B01017,2022-02-25,23100,24,17.64,D,Auto,Charged Off,2024-09-22,4804.52,8,34,64700,2,MORTGAGE,MA,645,1,0,2022,1,2022-Q1,3_55K-80K,2_26-34
L04043,B00097,2022-01-25,16600,36,15.8,D,Auto,Current,2024-12-19,461.11,35,45,42080,4,RENT,MO,647,0,0,2022,1,2022-Q1,2_35K-55K,4_45-54
L04044,B00995,2023-04-19,12700,36,13.45,C,Home Improvement,Current,2024-12-30,5644.44,20,29,62129,7,MORTGAGE,GA,690,0,0,2023,2,2023-Q2,3_55K-80K,2_26-34
L04045,B01555,2024-02-09,23400,48,12.29,C,Debt Consolidation,Late (60-89 days),2024-07-18,10063.96,7,39,59140,5,MORTGAGE,AZ,662,0,1,2024,1,2024-Q1,3_55K-80K,3_35-44
L04046,B01033,2024-01-12,30100,60,15.88,D,Home Improvement,Current,2024-12-15,24581.67,11,46,101066,3,MORTGAGE,CA,662,0,0,2024,1,2024-Q1,4_80K-120K,4_45-54
L04047,B00083,2022-06-28,25900,36,13.16,C,Auto,Current,2024-11-26,4316.67,30,59,48860,3,OWN,MD,673,0,0,2022,2,2022-Q2,2_35K-55K,5_55-64
L04048,B01536,2024-09-14,10200,36,22.66,E,Vacation,Default,2024-08-07,3656.32,1,22,50926,9,MORTGAGE,CA,650,1,0,2024,3,2024-Q3,2_35K-55K,1_21-25
L04049,B00513,2022-07-31,21900,36,21.19,E,Personal,Current,2024-12-31,4258.33,29,39,49258,4,OWN,MI,655,0,0,2022,3,2022-Q3,2_35K-55K,3_35-44
L04050,B01923,2022-09-02,33900,36,12.39,C,Debt Consolidation,Current,2024-12-04,8475.0,27,29,100350,9,MORTGAGE,KY,704,0,0,2022,3,2022-Q3,4_80K-120K,2_26-34
L04051,B01698,2022-05-02,18300,48,17.18,D,Debt Consolidation,Current,2024-12-28,6481.25,31,33,37718,1,RENT,TX,663,0,0,2022,2,2022-Q2,2_35K-55K,2_26-34
L04052,B03486,2021-07-16,15000,36,11.39,B,Business,Charged Off,2024-09-10,1418.73,16,35,30871,2,RENT,OR,746,1,0,2021,3,2021-Q3,1_Under 35K,3_35-44
L04053,B02561,2021-04-12,32300,60,17.18,D,Home Improvement,Current,2024-12-04,8613.33,44,29,114100,1,MORTGAGE,MO,690,0,0,2021,2,2021-Q2,4_80K-120K,2_26-34
L04054,B01915,2023-03-16,20600,48,12.71,C,Personal,Current,2024-12-05,11587.5,21,21,59904,3,RENT,MO,656,0,0,2023,1,2023-Q1,3_55K-80K,1_21-25
L04055,B03977,2024-03-16,23700,36,17.26,D,Personal,Current,2024-12-14,17775.0,9,48,53310,7,MORTGAGE,TN,656,0,0,2024,1,2024-Q1,2_35K-55K,4_45-54
L04056,B00647,2024-01-31,18500,36,20.37,E,Medical,Default,2024-10-31,11543.25,3,21,45781,9,MORTGAGE,PA,644,1,0,2024,1,2024-Q1,2_35K-55K,1_21-25
L04057,B00798,2023-10-03,25100,36,7.07,A,Debt Consolidation,Current,2024-11-28,15338.89,14,50,74410,6,MORTGAGE,CA,767,0,0,2023,4,2023-Q4,3_55K-80K,4_45-54
L04058,B00077,2021-11-11,6700,36,21.82,E,Home Improvement,Fully Paid,2024-08-04,0.0,36,43,25659,10,OWN,MN,583,0,0,2021,4,2021-Q4,1_Under 35K,3_35-44
L04059,B02684,2021-04-22,11400,36,16.44,D,Business,Fully Paid,2024-07-28,0.0,36,50,29376,6,OWN,OH,681,0,0,2021,2,2021-Q2,1_Under 35K,4_45-54
L04060,B00742,2023-01-09,7100,36,20.77,E,Personal,Current,2024-12-08,2563.89,23,26,30842,6,RENT,SC,637,0,0,2023,1,2023-Q1,1_Under 35K,2_26-34
L04061,B01226,2021-01-08,10500,60,11.6,C,Debt Consolidation,Current,2024-11-28,2275.0,47,40,25130,9,OWN,TX,657,0,0,2021,1,2021-Q1,1_Under 35K,3_35-44
L04062,B04203,2023-05-26,10300,36,12.9,C,Debt Consolidation,Current,2024-12-29,4863.89,19,30,22164,8,RENT,MA,705,0,0,2023,2,2023-Q2,1_Under 35K,2_26-34
L04063,B00965,2021-06-29,4700,48,21.84,E,Debt Consolidation,Current,2024-12-17,587.5,42,40,18000,8,RENT,AL,657,0,0,2021,2,2021-Q2,1_Under 35K,3_35-44
L04064,B00312,2022-08-27,5500,24,20.04,E,Vacation,Charged Off,2024-11-19,1165.71,10,55,18000,10,RENT,CA,593,1,0,2022,3,2022-Q3,1_Under 35K,5_55-64
L04065,B02647,2024-09-17,19200,36,13.87,C,Debt Consolidation,Default,2024-09-21,4612.06,0,37,67798,7,MORTGAGE,TX,652,1,0,2024,3,2024-Q3,3_55K-80K,3_35-44
L04066,B02732,2024-07-04,40000,36,8.39,A,Medical,Current,2024-12-05,34444.44,5,62,124014,1,MORTGAGE,AZ,756,0,0,2024,3,2024-Q3,5_Over 120K,5_55-64
