loan_id,customer_id,origination_date,loan_amount,term_months,interest_rate,loan_grade,purpose
L03656,B01676,2023-11-23,12400,36,12.3,C,Personal
L03657,B03353,2021-04-05,10800,36,17.37,D,Personal
L03658,B01270,2023-04-02,7400,48,20.69,E,Personal
L03659,B03984,2021-05-22,11400,36,12.28,C,Debt Consolidation
L03660,B03964,2023-08-11,9200,36,12.88,C,Debt Consolidation
L03661,B03024,2022-08-02,15200,48,21.8,E,Debt Consolidation
L03662,B02791,2022-09-29,6000,24,22.0,E,Debt Consolidation
L03663,B03171,2022-11-02,29900,48,25.78,F,Personal
L03664,B01013,2021-06-26,22800,36,15.65,C,Debt Consolidation
L03665,B03508,2024-02-07,23400,36,10.85,B,Auto
L03666,B02072,2023-07-25,13300,36,26.07,F,Home Improvement
L03667,B02006,2021-01-17,8100,36,10.16,B,Debt Consolidation
L03668,B02318,2023-01-26,12700,36,27.69,F,Debt Consolidation
L03669,B02176,2022-02-15,25500,36,14.22,C,Debt Consolidation
L03670,B01787,2022-08-21,12200,36,16.83,D,Home Improvement
L03671,B03130,2024-02-29,22600,48,13.39,C,Personal
L03672,B02373,2022-09-15,6000,36,8.84,B,Personal
L03673,B01461,2024-06-29,15300,48,14.7,C,Business
L03674,B01465,2022-05-12,40000,48,12.72,C,Debt Consolidation
L03675,B03042,2023-08-09,16300,36,16.59,D,Auto
L03676,B01059,2023-01-25,20500,36,13.15,C,Personal
L03677,B00972,2024-04-26,20200,24,18.59,D,Debt Consolidation
L03678,B02391,2023-10-08,10100,60,13.52,C,Business
L03679,B03000,2022-02-05,7500,60,14.3,C,Business
L03680,B02505,2024-01-25,25100,24,15.32,D,Home Improvement
L03681,B00899,2022-05-18,5600,48,21.08,E,Home Improvement
L03682,B01814,2021-11-05,23300,60,17.41,D,Auto
L03683,B01503,2021-01-14,9100,48,16.96,D,Home Improvement
L03684,B00343,2023-04-20,16500,36,15.45,C,Auto
L03685,B03861,2021-02-18,14300,36,22.12,E,Debt Consolidation
L03686,B03352,2022-04-23,10800,36,17.45,D,Debt Consolidation
L03687,B02861,2024-01-15,13800,48,16.28,D,Debt Consolidation
L03688,B01249,2022-12-11,12800,48,27.21,F,Home Improvement
L03689,B01209,2024-07-26,14700,36,22.74,E,Medical
L03690,B04391,2021-01-20,10000,36,26.4,F,Personal
L03691,B02140,2022-11-18,22700,60,10.63,B,Home Improvement
L03692,B01611,2021-01-03,25700,60,28.07,F,Home Improvement
L03693,B01980,2024-09-08,18300,36,22.34,E,Debt Consolidation
L03694,B02798,2023-02-10,8700,24,26.03,F,Auto
L03695,B00557,2022-09-22,29700,36,15.04,C,Personal
L03696,B03995,2021-08-01,10700,36,14.0,C,Business
L03697,B04405,2022-02-25,14100,36,13.73,C,Home Improvement
L03698,B03687,2023-12-22,22700,24,14.51,C,Home Improvement
L03699,B01153,2022-05-03,13200,60,22.06,E,Vacation
L03700,B03745,2023-05-10,15400,60,26.2,F,Debt Consolidation
L03701,B03622,2023-10-05,9100,36,17.57,D,Debt Consolidation
L03702,B03360,2021-05-03,27100,60,21.0,E,Home Improvement
L03703,B00973,2021-10-19,14800,48,27.51,F,Home Improvement
L03704,B03908,2022-07-28,5800,36,13.48,C,Personal
L03705,B03729,2021-07-10,25700,60,12.47,C,Debt Consolidation
L03706,B03412,2021-03-31,32000,48,13.3,C,Business
L03707,B03067,2022-04-20,11800,60,11.32,B,Personal
L03708,B01292,2023-12-01,10100,36,21.29,E,Debt Consolidation
L03709,B04314,2023-04-26,31900,36,17.2,D,Debt Consolidation
L03710,B02861,2023-02-02,7500,36,8.71,B,Medical
L03711,B00164,2023-07-28,16700,36,21.22,E,Home Improvement
L03712,B03920,2021-06-23,14500,48,15.75,D,Personal
L03713,B01715,2024-04-04,11000,60,7.28,A,Debt Consolidation
L03714,B03463,2021-07-15,14500,48,17.71,D,Debt Consolidation
L03715,B01441,2023-11-02,9100,36,16.92,D,Home Improvement
L03716,B02096,2021-10-01,13800,24,26.13,F,Personal
L03717,B00801,2024-07-29,9000,60,18.64,D,Debt Consolidation
L03718,B02766,2023-03-19,8800,36,15.63,D,Business
L03719,B02661,2021-06-03,31800,36,16.26,D,Debt Consolidation
L03720,B01691,2024-04-27,37200,60,12.7,C,Auto
L03721,B00234,2024-03-08,25800,60,17.42,D,Home Improvement
L03722,B01877,2021-05-08,21500,48,16.88,D,Medical
L03723,B00962,2023-06-10,17800,36,11.09,B,Business
L03724,B03371,2024-09-18,19700,36,11.19,B,Debt Consolidation
L03725,B01046,2021-09-25,8800,48,21.51,E,Home Improvement
L03726,B04482,2022-04-30,40000,60,13.35,C,Debt Consolidation
L03727,B04460,2022-08-21,17500,60,21.95,E,Personal
L03728,B01408,2022-06-19,5300,36,26.1,F,Medical
L03729,B00208,2022-10-08,11500,60,25.2,F,Home Improvement
L03730,B04371,2023-03-16,37000,24,12.46,C,Home Improvement
L03731,B01753,2022-10-31,33700,36,14.11,C,Debt Consolidation
L03732,B00496,2022-10-14,15900,36,21.36,E,Debt Consolidation
L03733,B00902,2023-07-17,11500,60,17.55,D,Debt Consolidation
L03734,B03599,2022-07-11,17400,24,25.9,F,Debt Consolidation
L03735,B02207,2022-04-24,13100,36,20.95,E,Debt Consolidation
L03736,B01750,2021-06-02,15600,60,27.3,F,Medical
L03737,B00460,2022-02-20,26800,36,15.96,D,Debt Consolidation
L03738,B04490,2021-10-06,5900,36,16.18,D,Debt Consolidation
L03739,B00917,2024-04-12,18300,48,25.59,F,Home Improvement
L03740,B04260,2021-08-12,29400,48,13.96,C,Business
L03741,B03402,2021-11-15,8900,36,17.52,D,Auto
L03742,B02195,2021-08-05,26600,60,20.88,E,Debt Consolidation
L03743,B00960,2021-12-03,14000,36,17.38,D,Auto
L03744,B02158,2023-07-10,27200,60,6.5,A,Auto
L03745,B00394,2023-08-13,17400,48,22.53,E,Business
L03746,B03633,2022-10-06,33200,36,7.1,A,Medical
L03747,B04059,2023-04-13,20100,60,13.44,C,Debt Consolidation
L03748,B02178,2021-09-05,8000,36,13.15,C,Home Improvement
L03749,B01867,2024-01-03,13400,36,13.75,C,Personal
L03750,B01800,2023-01-04,10600,60,10.48,B,Vacation
L03751,B00505,2022-03-02,17700,24,27.11,F,Debt Consolidation
L03752,B00720,2023-07-15,10400,24,26.31,F,Home Improvement
L03753,B01988,2022-09-24,7100,36,13.2,C,Home Improvement
L03754,B00875,2023-08-07,23800,36,25.35,F,Home Improvement
L03755,B02879,2022-06-27,5000,60,22.18,E,Home Improvement
L03756,B00634,2021-09-03,26500,60,6.96,A,Home Improvement
L03757,B04378,2021-07-05,7100,36,20.72,E,Vacation
L03758,B02421,2021-11-19,13800,36,15.48,D,Auto
L03759,B01325,2022-09-16,7300,36,14.54,C,Auto
L03760,B01009,2024-05-20,10900,36,22.33,E,Home Improvement
L03761,B02334,2021-03-24,15800,36,16.27,D,Medical
L03762,B01140,2022-03-17,24600,36,11.77,B,Debt Consolidation
L03763,B03221,2022-11-03,13500,36,15.15,C,Debt Consolidation
L03764,B00404,2021-10-31,18000,48,13.28,C,Business
L03765,B03754,2021-07-06,10600,60,18.21,D,Personal
L03766,B03191,2022-05-24,33200,48,15.89,D,Debt Consolidation
L03767,B00696,2022-12-30,11500,48,17.65,D,Business
L03768,B00908,2023-03-23,36300,36,13.47,C,Vacation
L03769,B03848,2023-11-18,28000,60,21.59,E,Medical
L03770,B03165,2021-04-11,33300,60,11.06,B,Debt Consolidation
L03771,B01927,2022-09-05,10400,60,21.45,E,Debt Consolidation
L03772,B00121,2022-06-17,11400,24,13.54,C,Home Improvement
L03773,B02866,2021-12-23,10800,48,13.12,C,Personal
L03774,B03732,2021-03-05,5800,48,14.08,C,Vacation
L03775,B03916,2023-04-09,14500,36,10.99,B,Business
L03776,B03592,2023-07-16,22800,60,17.02,D,Business
L03777,B03577,2024-02-13,16600,36,11.94,B,Debt Consolidation
L03778,B04487,2024-02-01,6200,36,16.27,D,Auto
L03779,B02415,2022-05-27,21600,36,7.11,A,Medical
L03780,B00841,2021-07-13,10700,36,21.13,E,Debt Consolidation
L03781,B02806,2023-08-05,3900,60,25.87,F,Debt Consolidation
L03782,B03307,2021-07-28,21400,36,26.19,F,Auto
L03783,B03434,2021-10-14,20200,36,13.04,C,Debt Consolidation
L03784,B01466,2021-09-06,21200,48,12.2,C,Business
L03785,B01857,2021-01-25,40000,24,9.98,B,Debt Consolidation
L03786,B02236,2021-05-07,31100,48,14.52,C,Home Improvement
L03787,B00404,2022-04-01,19100,48,16.71,D,Vacation
L03788,B00413,2021-09-25,29200,36,11.89,B,Vacation
L03789,B01538,2022-02-10,3100,60,13.14,C,Auto
L03790,B04250,2023-04-01,14400,48,17.24,D,Medical
L03791,B00217,2023-02-02,39800,48,11.03,B,Business
L03792,B01025,2024-07-14,11100,60,20.43,E,Business
L03793,B02814,2024-08-13,9400,48,25.95,F,Personal
L03794,B00806,2021-06-22,40000,36,17.36,D,Auto
L03795,B03350,2024-04-07,14400,24,13.64,C,Personal
L03796,B02817,2024-04-15,12600,48,25.72,F,Home Improvement
L03797,B02810,2022-06-15,5600,60,17.03,D,Medical
L03798,B01272,2021-06-03,16500,36,22.64,E,Auto
L03799,B00434,2021-02-14,19700,36,16.74,D,Medical
L03800,B00429,2021-05-13,7900,36,22.9,E,Debt Consolidation
L03801,B01188,2022-02-09,10300,48,7.17,A,Personal
L03802,B04258,2024-08-15,16200,24,10.82,B,Debt Consolidation
L03803,B02555,2023-06-28,14000,60,21.24,E,Home Improvement
L03804,B02313,2021-09-21,9500,60,10.65,B,Personal
L03805,B01996,2021-07-08,17500,36,20.45,E,Medical
L03806,B02158,2022-11-11,40000,36,13.35,C,Debt Consolidation
L03807,B01743,2021-09-08,32200,48,18.36,D,Debt Consolidation
L03808,B01343,2021-03-29,7400,36,14.03,C,Business
L03809,B01156,2023-08-03,11900,36,27.48,F,Business
L03810,B03205,2021-04-14,12200,24,27.31,F,Debt Consolidation
L03811,B00394,2021-12-11,10800,48,25.08,F,Debt Consolidation
L03812,B03643,2024-03-21,7100,36,17.27,D,Debt Consolidation
L03813,B02041,2023-06-07,21400,60,17.75,D,Auto
L03814,B02079,2023-03-20,14500,48,20.95,E,Personal
L03815,B02865,2023-10-14,21300,60,13.43,C,Personal
L03816,B03462,2021-03-02,22600,36,16.03,D,Personal
L03817,B04257,2023-02-23,13800,24,18.43,D,Personal
L03818,B01330,2023-05-24,31900,36,10.91,B,Debt Consolidation
L03819,B01647,2021-12-20,16900,24,17.13,D,Auto
L03820,B02656,2022-12-26,2900,36,25.86,F,Auto
L03821,B02386,2022-03-16,11100,48,25.71,F,Medical
L03822,B02838,2022-01-19,6800,48,12.78,C,Business
L03823,B04433,2022-07-18,18700,24,16.06,D,Auto
L03824,B03306,2022-07-28,18100,36,26.3,F,Debt Consolidation
L03825,B03321,2023-07-03,18400,36,22.22,E,Debt Consolidation
L03826,B03877,2021-11-01,9200,36,7.81,A,Auto
L03827,B03527,2021-03-12,10000,60,16.95,D,Debt Consolidation
L03828,B04159,2024-06-11,20200,36,17.03,D,Debt Consolidation
L03829,B02305,2024-06-22,9600,36,20.96,E,Debt Consolidation
L03830,B01272,2024-06-17,19200,36,16.04,D,Business
L03831,B01288,2022-05-19,27300,36,10.92,B,Debt Consolidation
L03832,B00361,2024-08-18,11300,60,21.56,E,Debt Consolidation
L03833,B01975,2022-08-28,5900,36,20.38,E,Business
L03834,B02928,2023-10-19,8300,48,14.92,C,Personal
L03835,B03465,2023-04-24,14000,36,15.25,D,Debt Consolidation
L03836,B02227,2024-02-02,11800,48,22.66,E,Medical
L03837,B01851,2023-09-09,37800,60,9.32,B,Debt Consolidation
L03838,B02547,2021-05-05,24100,60,21.02,E,Auto
L03839,B02725,2021-06-29,15900,24,18.16,D,Personal
L03840,B03675,2022-07-27,17400,60,17.06,D,Debt Consolidation
L03841,B03906,2023-02-24,4200,36,16.74,D,Auto
L03842,B03776,2021-10-09,20300,36,26.35,F,Home Improvement
L03843,B04388,2023-05-09,15600,48,12.77,C,Personal
L03844,B00818,2022-02-13,9200,60,10.09,B,Medical
L03845,B02147,2024-08-09,23500,24,13.59,C,Debt Consolidation
L03846,B00181,2023-12-13,15600,48,21.06,E,Home Improvement
L03847,B04470,2022-05-26,40000,36,21.06,E,Vacation
L03848,B00442,2024-07-15,17500,36,17.61,D,Home Improvement
L03849,B02293,2024-01-19,17200,60,13.51,C,Personal
L03850,B01663,2021-02-09,11700,36,22.54,E,Debt Consolidation
L03851,B00871,2023-02-23,7400,24,26.4,F,Home Improvement
L03852,B02875,2023-01-06,18100,36,15.87,D,Home Improvement
L03853,B02500,2023-09-10,24500,48,13.25,C,Debt Consolidation
L03854,B03213,2024-01-21,18700,36,16.72,D,Debt Consolidation
L03855,B01657,2023-09-20,13400,36,14.95,C,Personal
L03856,B01897,2022-12-06,18000,36,18.29,D,Debt Consolidation
L03857,B01090,2024-03-04,40000,60,10.18,B,Personal
L03858,B00483,2023-10-26,14400,48,20.36,E,Personal
L03859,B00309,2022-10-21,5600,48,9.75,B,Debt Consolidation
L03860,B00593,2023-03-07,9200,48,20.79,E,Auto
L03861,B03844,2022-07-08,10500,24,21.95,E,Home Improvement
L03862,B01019,2022-01-04,4500,48,26.25,F,Vacation
L03863,B04494,2021-02-23,6200,36,17.45,D,Vacation
L03864,B04193,2022-10-16,19500,36,17.79,D,Auto
L03865,B03262,2024-05-07,26300,36,14.67,C,Debt Consolidation
L03866,B04291,2022-03-25,2300,48,26.45,F,Business
L03867,B01358,2021-03-02,7900,36,16.23,D,Vacation
L03868,B00083,2022-07-30,19400,36,22.22,E,Home Improvement
L03869,B00251,2021-04-30,30200,36,14.66,C,Personal
L03870,B01094,2023-08-25,30700,24,26.55,F,Debt Consolidation
L03871,B02388,2023-12-21,40000,36,13.62,C,Debt Consolidation
L03872,B01409,2023-01-03,24800,48,12.6,C,Home Improvement
L03873,B01482,2024-04-11,40000,24,10.32,B,Personal
L03874,B03212,2022-04-22,12400,36,15.56,D,Debt Consolidation
L03875,B01099,2021-11-23,17800,48,27.12,F,Debt Consolidation
L03876,B04196,2021-07-25,31600,48,21.59,E,Auto
L03877,B03729,2022-05-23,18600,48,13.34,C,Home Improvement
L03878,B03893,2024-09-07,33200,36,21.07,E,Personal
L03879,B00733,2022-05-09,3500,60,20.27,E,Personal
L03880,B00323,2022-06-30,12500,36,15.75,D,Personal
L03881,B02058,2023-12-29,39200,48,17.04,D,Debt Consolidation
L03882,B03061,2021-04-25,10600,24,17.17,D,Personal
L03883,B03701,2022-03-26,4200,36,17.23,D,Debt Consolidation
L03884,B03385,2024-03-25,12600,48,23.15,E,Auto
L03885,B01262,2023-03-07,18000,36,11.81,C,Debt Consolidation
L03886,B00806,2022-12-28,29500,24,20.57,E,Debt Consolidation
L03887,B01534,2021-12-22,12200,48,18.42,D,Home Improvement
L03888,B02042,2021-12-27,4100,36,16.53,D,Auto
L03889,B04226,2022-04-30,17900,48,14.75,C,Personal
L03890,B03825,2024-04-28,22500,48,21.18,E,Debt Consolidation
L03891,B03457,2022-10-14,21400,36,20.97,E,Home Improvement
L03892,B03665,2023-01-05,5800,36,13.84,C,Debt Consolidation
L03893,B03097,2024-04-26,2300,60,20.4,E,Auto
L03894,B01354,2021-02-27,14800,36,25.09,F,Debt Consolidation
L03895,B00149,2022-12-22,5700,48,16.1,D,Auto
L03896,B01784,2024-03-08,36500,36,13.92,C,Business
L03897,B02276,2024-02-29,27900,60,14.26,C,Vacation
L03898,B00615,2021-10-19,21300,24,14.57,C,Medical
L03899,B01825,2024-02-28,12800,48,21.65,E,Debt Consolidation
L03900,B00240,2022-01-21,25700,36,15.36,C,Home Improvement
L03901,B00913,2023-10-06,11800,48,21.38,E,Debt Consolidation
L03902,B03014,2024-01-16,14900,36,21.02,E,Debt Consolidation
L03903,B03754,2022-09-25,6100,48,9.55,B,Debt Consolidation
L03904,B00159,2021-12-26,30600,24,22.87,E,Personal
L03905,B00548,2023-10-02,16500,36,21.4,E,Personal
L03906,B02901,2021-03-19,14200,60,14.52,C,Business
L03907,B02266,2021-07-04,31300,36,13.79,C,Home Improvement
L03908,B00755,2021-04-26,10900,24,11.03,B,Personal
L03909,B00735,2022-04-22,14200,36,17.37,D,Home Improvement
L03910,B03792,2024-05-17,24200,60,12.6,C,Auto
L03911,B02829,2022-03-25,6900,24,22.09,E,Business
L03912,B04318,2021-02-10,19700,24,26.16,F,Home Improvement
L03913,B02336,2023-12-15,10100,48,16.59,D,Debt Consolidation
L03914,B01925,2023-09-06,16900,36,29.08,F,Debt Consolidation
L03915,B00524,2021-01-02,3800,36,14.64,C,Personal
L03916,B01511,2022-11-11,17700,60,13.72,C,Debt Consolidation
L03917,B02747,2024-06-11,19000,36,14.83,C,Auto
L03918,B00618,2022-02-17,14500,48,13.67,C,Auto
L03919,B00861,2021-09-25,4500,36,17.09,D,Personal
L03920,B04489,2022-11-29,31000,60,17.11,D,Auto
L03921,B01308,2021-12-30,17500,60,15.43,D,Auto
L03922,B02901,2022-10-25,9100,36,16.39,D,Personal
L03923,B02822,2021-05-02,10300,48,13.21,C,Debt Consolidation
L03924,B03866,2021-02-14,24300,48,17.55,D,Home Improvement
L03925,B03315,2021-10-30,19900,36,10.98,B,Personal
L03926,B00035,2024-04-16,27500,36,21.91,E,Business
L03927,B02101,2021-10-18,6800,60,16.57,D,Personal
L03928,B01380,2021-08-16,12300,36,18.92,D,Personal
L03929,B04246,2023-12-14,15000,24,17.38,D,Personal
L03930,B00437,2023-01-18,34300,60,12.0,C,Debt Consolidation
L03931,B02573,2021-05-29,4100,48,20.9,E,Home Improvement
L03932,B04363,2023-02-05,17700,36,15.1,C,Debt Consolidation
L03933,B03980,2024-09-18,7700,24,17.17,D,Debt Consolidation
L03934,B00309,2023-03-22,38300,36,7.04,A,Debt Consolidation
L03935,B04361,2024-04-15,19800,60,13.08,C,Personal
L03936,B00492,2021-07-26,40000,60,15.81,D,Medical
L03937,B00522,2022-11-21,8600,36,17.96,D,Auto
L03938,B01915,2022-09-11,17100,60,16.19,D,Debt Consolidation
L03939,B02926,2022-10-23,23600,36,15.49,D,Debt Consolidation
L03940,B01369,2021-10-07,14000,48,25.92,F,Home Improvement
L03941,B03291,2021-11-19,25500,36,21.94,E,Debt Consolidation
L03942,B02142,2023-06-14,40000,36,17.12,D,Home Improvement
L03943,B03230,2024-08-02,20000,36,17.58,D,Personal
L03944,B04130,2023-09-25,10200,24,17.63,D,Debt Consolidation
L03945,B02849,2024-08-22,12000,36,10.47,B,Home Improvement
L03946,B03578,2022-10-12,25100,36,17.14,D,Personal
L03947,B02572,2021-12-23,10800,60,26.2,F,Home Improvement
L03948,B00233,2024-02-25,9000,60,22.15,E,Personal
L03949,B01623,2024-06-10,7900,60,12.54,C,Debt Consolidation
L03950,B02653,2023-01-01,15500,36,20.86,E,Debt Consolidation
L03951,B01217,2022-04-03,15500,36,17.63,D,Debt Consolidation
L03952,B03540,2024-09-25,30800,36,11.28,B,Debt Consolidation
L03953,B00522,2024-04-21,6000,36,27.82,F,Debt Consolidation
L03954,B02835,2021-12-26,18600,24,26.5,F,Debt Consolidation
L03955,B03067,2023-02-14,15900,36,13.97,C,Home Improvement
L03956,B03200,2022-09-21,19900,24,7.76,A,Personal
L03957,B00341,2022-08-27,5000,60,21.36,E,Debt Consolidation
L03958,B02745,2021-09-18,22300,48,10.37,B,Debt Consolidation
L03959,B03947,2021-12-30,23500,36,14.56,C,Personal
L03960,B03939,2021-01-04,15700,48,16.93,D,Personal
L03961,B00059,2024-03-19,18800,36,13.84,C,Home Improvement
L03962,B03254,2023-03-13,12600,36,26.09,F,Debt Consolidation
L03963,B00243,2024-03-08,18400,36,26.16,F,Home Improvement
L03964,B00228,2021-03-08,14400,48,15.88,D,Debt Consolidation
L03965,B02603,2022-01-08,19900,36,16.2,D,Personal
L03966,B00127,2024-05-18,10300,48,21.86,E,Auto
L03967,B04431,2022-10-14,10000,36,21.19,E,Personal
L03968,B01432,2024-06-06,19200,36,21.03,E,Debt Consolidation
L03969,B02169,2022-03-29,20200,36,27.19,F,Medical
L03970,B03960,2024-08-02,35200,48,13.84,C,Business
L03971,B02749,2024-03-04,6300,36,21.49,E,Debt Consolidation
L03972,B01309,2021-08-02,27000,48,6.53,A,Debt Consolidation
L03973,B02126,2023-10-14,6600,36,10.68,B,Personal
L03974,B01594,2021-10-16,6500,24,21.49,E,Personal
L03975,B04080,2022-11-10,26400,48,26.74,F,Home Improvement
L03976,B01494,2021-06-09,21000,36,10.7,B,Business
L03977,B02031,2022-05-03,31500,36,17.55,D,Debt Consolidation
L03978,B03253,2022-12-12,30900,36,20.59,E,Home Improvement
L03979,B04361,2022-10-17,22500,48,13.45,C,Debt Consolidation
L03980,B00247,2021-12-10,14100,48,16.8,D,Debt Consolidation
L03981,B01083,2024-07-26,35700,36,26.2,F,Debt Consolidation
L03982,B01482,2021-07-01,40000,48,14.66,C,Home Improvement
L03983,B00011,2024-08-01,9200,48,16.39,D,Personal
L03984,B02007,2022-11-19,20400,36,13.71,C,Debt Consolidation
L03985,B03442,2023-07-04,26000,36,16.25,D,Personal
L03986,B03530,2021-01-24,22000,48,12.34,C,Home Improvement
L03987,B02293,2022-06-28,15300,48,13.49,C,Debt Consolidation
L03988,B00945,2022-03-06,26900,24,10.92,B,Debt Consolidation
L03989,B00435,2022-05-27,16500,48,15.23,D,Debt Consolidation
L03990,B03492,2021-05-19,13800,36,16.81,D,Personal
L03991,B02290,2022-12-19,15000,48,13.69,C,Personal
L03992,B03344,2022-06-10,9300,36,10.61,B,Personal
L03993,B02567,2021-08-10,13400,36,10.71,B,Debt Consolidation
L03994,B01760,2021-01-03,18200,36,22.13,E,Business
L03995,B03876,2021-04-09,10300,36,15.56,D,Home Improvement
L03996,B02229,2023-03-02,6500,36,9.73,B,Auto
L03997,B00268,2023-06-17,13500,48,17.01,D,Debt Consolidation
L03998,B02199,2023-05-10,11100,48,21.23,E,Home Improvement
L03999,B03688,2021-12-07,37000,48,13.57,C,Home Improvement
L04000,B04478,2023-04-28,17100,36,20.63,E,Auto
L04001,B00515,2023-10-07,14200,48,17.16,D,Personal
L04002,B01744,2023-02-15,21700,36,14.46,C,Home Improvement
L04003,B00930,2022-12-21,9100,24,18.15,D,Debt Consolidation
L04004,B03932,2024-01-24,10200,36,27.71,F,Vacation
L04005,B01449,2023-02-08,7200,24,16.56,D,Debt Consolidation
L04006,B03888,2021-07-27,29300,36,10.29,B,Debt Consolidation
L04007,B00199,2023-09-09,17500,36,17.72,D,Debt Consolidation
L04008,B02056,2024-03-29,5300,60,16.07,D,Debt Consolidation
L04009,B01781,2024-08-26,21100,60,14.52,C,Debt Consolidation
L04010,B04423,2022-04-07,9700,60,26.52,F,Personal
L04011,B01714,2021-11-30,9500,36,21.3,E,Personal
L04012,B03093,2023-07-14,13200,60,21.55,E,Debt Consolidation
L04013,B03505,2021-05-31,40000,36,11.46,C,Vacation
L04014,B02568,2021-03-10,16600,48,25.87,F,Personal
L04015,B00930,2022-08-27,7700,36,13.36,C,Personal
L04016,B01420,2021-02-11,13100,36,17.66,D,Personal
L04017,B02006,2022-10-15,11300,24,17.13,D,Personal
L04018,B01331,2022-06-19,13800,48,18.18,D,Debt Consolidation
L04019,B02558,2021-08-03,20900,24,17.84,D,Auto
L04020,B00424,2021-06-01,34200,48,16.87,D,Business
L04021,B00150,2022-12-02,9300,60,14.53,C,Debt Consolidation
L04022,B03464,2021-12-15,28200,36,9.75,B,Auto
L04023,B01514,2023-02-08,26700,36,16.42,D,Personal
L04024,B02716,2021-11-26,38200,48,16.78,D,Debt Consolidation
L04025,B02994,2021-06-03,22200,36,9.58,B,Business
L04026,B00139,2024-01-26,8400,60,26.03,F,Debt Consolidation
L04027,B03726,2021-07-10,13300,60,16.66,D,Debt Consolidation
L04028,B01871,2022-11-24,16200,36,17.64,D,Medical
L04029,B02062,2024-05-01,31400,24,11.64,B,Home Improvement
L04030,B01996,2024-06-10,15800,60,22.18,E,Personal
L04031,B02819,2023-09-16,15100,60,10.92,B,Auto
L04032,B01914,2021-03-05,33700,36,12.9,C,Debt Consolidation
L04033,B04281,2023-06-03,12800,24,19.77,E,Debt Consolidation
L04034,B00743,2024-08-31,15600,48,20.9,E,Vacation
L04035,B04182,2021-12-04,23300,36,12.55,C,Debt Consolidation
L04036,B04234,2024-05-28,11200,60,21.94,E,Personal
L04037,B03538,2023-06-09,4200,48,20.01,E,Debt Consolidation
L04038,B00077,2021-11-18,10500,48,22.4,E,Medical
L04039,B01992,2021-04-20,6900,36,13.84,C,Business
L04040,B03706,2021-07-27,18000,48,17.64,D,Debt Consolidation
L04041,B03023,2022-11-10,6700,36,27.96,F,Personal
L04042,B01017,2022-02-25,23100,24,17.64,D,Auto
L04043,B00097,2022-01-25,16600,36,15.8,D,Auto
L04044,B00995,2023-04-19,12700,36,13.45,C,Home Improvement
L04045,B01555,2024-02-09,23400,48,12.29,C,Debt Consolidation
L04046,B01033,2024-01-12,30100,60,15.88,D,Home Improvement
L04047,B00083,2022-06-28,25900,36,13.16,C,Auto
L04048,B01536,2024-09-14,10200,36,22.66,E,Vacation
L04049,B00513,2022-07-31,21900,36,21.19,E,Personal
L04050,B01923,2022-09-02,33900,36,12.39,C,Debt Consolidation
L04051,B01698,2022-05-02,18300,48,17.18,D,Debt Consolidation
L04052,B03486,2021-07-16,15000,36,11.39,B,Business
L04053,B02561,2021-04-12,32300,60,17.18,D,Home Improvement
L04054,B01915,2023-03-16,20600,48,12.71,C,Personal
L04055,B03977,2024-03-16,23700,36,17.26,D,Personal
L04056,B00647,2024-01-31,18500,36,20.37,E,Medical
L04057,B00798,2023-10-03,25100,36,7.07,A,Debt Consolidation
L04058,B00077,2021-11-11,6700,36,21.82,E,Home Improvement
L04059,B02684,2021-04-22,11400,36,16.44,D,Business
L04060,B00742,2023-01-09,7100,36,20.77,E,Personal
L04061,B01226,2021-01-08,10500,60,11.6,C,Debt Consolidation
L04062,B04203,2023-05-26,10300,36,12.9,C,Debt Consolidation
L04063,B00965,2021-06-29,4700,48,21.84,E,Debt Consolidation
L04064,B00312,2022-08-27,5500,24,20.04,E,Vacation
L04065,B02647,2024-09-17,19200,36,13.87,C,Debt Consolidation
L04066,B02732,2024-07-04,40000,36,8.39,A,Medical
L04067,B00633,2024-05-14,21600,36,17.76,D,Debt Consolidation
L04068,B03682,2023-09-11,17900,36,26.03,F,Debt Consolidation
L04069,B00415,2022-02-13,10100,48,16.71,D,Medical
L04070,B03207,2021-07-18,29900,48,12.63,C,Medical
L04071,B01543,2021-02-22,32800,48,12.78,C,Debt Consolidation
L04072,B00772,2022-02-28,23200,60,21.16,E,Debt Consolidation
L04073,B04480,2021-12-16,18900,60,13.73,C,Personal
L04074,B02588,2024-07-31,4200,48,17.74,D,Debt Consolidation
L04075,B00487,2022-08-21,21700,24,16.39,D,Business
L04076,B01780,2021-06-17,18900,60,21.15,E,Home Improvement
L04077,B00030,2023-08-28,12000,60,21.11,E,Home Improvement
L04078,B00130,2021-08-25,21500,48,16.45,D,Debt Consolidation
L04079,B04215,2022-09-24,40000,36,8.27,A,Debt Consolidation
L04080,B02375,2023-03-26,4800,36,21.94,E,Home Improvement
L04081,B03984,2023-08-23,5100,48,14.47,C,Debt Consolidation
L04082,B03142,2023-09-29,23200,60,17.15,D,Personal
L04083,B00208,2024-09-15,9500,48,20.99,E,Auto
L04084,B04187,2022-06-27,7200,48,25.79,F,Debt Consolidation
L04085,B04216,2021-07-06,20300,36,8.9,B,Personal
L04086,B00982,2024-08-07,29400,36,16.35,D,Auto
L04087,B04303,2024-01-20,28000,48,16.08,D,Home Improvement
L04088,B02172,2023-03-05,11300,24,14.08,C,Business
